stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG000884,CAN00314,REQ1042,Technical Round 1,3,2025-05-15,Cleared,REC004,5
STG000885,CAN00314,REQ1042,Hiring Manager Round,4,2025-05-23,Rejected – Skills,REC009,2
STG000886,CAN00315,REQ1010,Recruiter Screening,1,2025-03-10,Cleared,\N,3
STG000887,CAN00315,REQ1010,Profile Submission,2,2025-03-17,Cleared,REC002,5
STG000888,CAN00315,REQ1010,Technical Round 1,3,2025-03-20,Cleared,REC002,4
STG000889,CAN00315,REQ1010,Technical Round 2,4,2025-03-26,Cleared,REC006,4
STG000890,CAN00315,REQ1010,Hiring Manager Round,5,2025-03-31,Cleared,REC002,3
STG000891,CAN00315,REQ1010,Offer Stage,6,2025-04-08,Rejected – Skills,REC014,1
STG000892,CAN00316,REQ1057,Recruiter Screening,1,2024-12-09,Cleared,\N,5
STG000893,CAN00316,REQ1057,Profile Submission,2,2024-12-16,Cleared,REC004,3
STG000894,CAN00316,REQ1057,Technical Round 1,3,2024-12-20,Cleared,REC005,\N
STG000895,CAN00316,REQ1057,Technical Round 2,4,2024-12-30,Cleared,REC007,3
STG000896,CAN00316,REQ1057,System Design Round,5,2025-01-02,Cleared,REC012,4
STG000897,CAN00316,REQ1057,Panel Round,6,2025-01-08,Rejected – Compensation Mismatch,REC012,3
STG000898,CAN00317,REQ1034,Recruiter Screening,1,2024-09-26,Cleared,\N,3
STG000899,CAN00317,REQ1034,Profile Submission,2,2024-09-30,Cleared,REC004,3
STG000900,CAN00317,REQ1034,Technical Round 1,3,2024-10-07,Cleared,REC014,4
STG000901,CAN00317,REQ1034,Technical Round 2,4,2024-10-15,Rejected – Culture Fit,REC005,1
STG000902,CAN00318,REQ1021,Recruiter Screening,1,2024-12-12,Cleared,\N,3
STG000903,CAN00318,REQ1021,Profile Submission,2,2024-12-18,Cleared,REC014,5
STG000904,CAN00318,REQ1021,Technical Round 1,3,2024-12-24,Cleared,REC014,5
STG000905,CAN00318,REQ1021,Technical Round 2,4,2025-01-01,Cleared,REC012,4
STG000906,CAN00318,REQ1021,System Design Round,5,2025-01-08,Cleared,REC001,4
STG000907,CAN00318,REQ1021,Panel Round,6,2025-01-14,Cleared,REC010,5
STG000908,CAN00318,REQ1021,Founder/CXO Round,7,2025-01-22,Candidate Withdrew,REC014,\N
STG000909,CAN00319,REQ1032,Recruiter Screening,1,2025-03-27,Cleared,\N,4
STG000910,CAN00319,REQ1032,Profile Submission,2,2025-04-02,Cleared,REC006,5
STG000911,CAN00319,REQ1032,Technical Round 1,3,2025-04-08,Cleared,REC012,4
STG000912,CAN00319,REQ1032,Technical Round 2,4,2025-04-14,Cleared,REC004,5
STG000913,CAN00319,REQ1032,System Design Round,5,2025-04-21,Candidate Withdrew,REC006,\N
STG000914,CAN00320,REQ1058,Recruiter Screening,1,2024-12-09,Cleared,\N,5
STG000915,CAN00320,REQ1058,HR Intro Round,2,2024-12-12,Cleared,REC003,3
STG000916,CAN00320,REQ1058,Technical Round 1,3,2024-12-19,Cleared,REC005,4
STG000917,CAN00320,REQ1058,Hiring Manager Round,4,2024-12-23,Cleared,REC006,3
STG000918,CAN00320,REQ1058,Offer Stage,5,2024-12-30,Cleared,REC001,5
STG000919,CAN00321,REQ1026,Recruiter Screening,1,2024-08-26,Cleared,\N,3
STG000920,CAN00321,REQ1026,Profile Submission,2,2024-09-12,Rejected – Skills,REC002,1
STG000921,CAN00322,REQ1017,Recruiter Screening,1,2024-11-15,Cleared,\N,5
STG000922,CAN00322,REQ1017,Profile Submission,2,2024-11-21,Rejected – Skills,REC006,3
STG000923,CAN00323,REQ1009,Recruiter Screening,1,2025-06-05,Cleared,\N,4
STG000924,CAN00323,REQ1009,Profile Submission,2,2025-06-10,Cleared,REC012,4
STG000925,CAN00323,REQ1009,Technical Round 1,3,2025-06-16,Cleared,REC013,3
STG000926,CAN00323,REQ1009,Technical Round 2,4,2025-06-23,Cleared,REC007,4
STG000927,CAN00323,REQ1009,System Design Round,5,2025-06-30,Candidate Ghosted,REC014,\N
STG000928,CAN00324,REQ1045,Recruiter Screening,1,2024-02-22,Cleared,\N,\N
STG000929,CAN00324,REQ1045,Profile Submission,2,2024-03-05,Cleared,REC011,3
STG000930,CAN00324,REQ1045,Technical Round 1,3,2024-03-18,Candidate Withdrew,REC001,\N
STG000931,CAN00325,REQ1011,Recruiter Screening,1,2024-03-06,Req Cancelled Mid-Process,\N,\N
STG000932,CAN00326,REQ1029,Recruiter Screening,1,2024-06-17,Cleared,\N,5
STG000933,CAN00326,REQ1029,Profile Submission,2,2024-06-24,Rejected – Culture Fit,REC006,3
STG000934,CAN00327,REQ1015,Recruiter Screening,1,2025-03-03,Cleared,\N,5
STG000935,CAN00327,REQ1015,Profile Submission,2,2025-03-10,Cleared,REC005,5
STG000936,CAN00327,REQ1015,Technical Round 1,3,2025-03-17,Cleared,REC001,3
STG000937,CAN00327,REQ1015,Technical Round 2,4,2025-03-24,Cleared,REC012,4
STG000938,CAN00327,REQ1015,System Design Round,5,2025-03-31,On Hold – Panel Unavailable,REC002,\N
STG000939,CAN00328,REQ1047,Recruiter Screening,1,2024-03-19,Cleared,\N,3
STG000940,CAN00328,REQ1047,Profile Submission,2,2024-03-25,Req Cancelled Mid-Process,REC004,\N
STG000941,CAN00329,REQ1044,Recruiter Screening,1,2025-02-05,Cleared,\N,4
STG000942,CAN00329,REQ1044,Profile Submission,2,2025-02-12,Cleared,REC008,4
STG000943,CAN00329,REQ1044,Technical Round 1,3,2025-02-17,Cleared,REC002,4
STG000944,CAN00329,REQ1044,Technical Round 2,4,2025-02-20,Cleared,REC004,4
STG000945,CAN00329,REQ1044,System Design Round,5,2025-02-26,Cleared,REC010,4
STG000946,CAN00329,REQ1044,Panel Round,6,2025-02-27,Cleared,REC010,4
STG000947,CAN00330,REQ1031,Recruiter Screening,1,2024-10-07,Cleared,\N,3
STG000948,CAN00330,REQ1031,Profile Submission,2,2024-10-08,Cleared,REC004,5
STG000949,CAN00331,REQ1009,Recruiter Screening,1,2024-05-01,Cleared,\N,4
STG000950,CAN00331,REQ1009,Profile Submission,2,2024-05-06,Cleared,REC006,4
STG000951,CAN00331,REQ1009,Technical Round 1,3,2024-05-13,Cleared,REC003,3
STG000952,CAN00331,REQ1009,Technical Round 2,4,2024-05-20,Cleared,REC015,4
STG000953,CAN00331,REQ1009,System Design Round,5,2024-05-27,Cleared,REC001,4
STG000954,CAN00331,REQ1009,Panel Round,6,2024-05-30,Cleared,REC007,3
STG000955,CAN00331,REQ1009,Offer Stage,7,2024-06-05,Cleared,REC013,4
STG000956,CAN00332,REQ1053,Recruiter Screening,1,2024-03-01,Cleared,\N,4
STG000957,CAN00332,REQ1053,HR Intro Round,2,2024-03-04,Cleared,REC012,4
STG000958,CAN00333,REQ1006,Recruiter Screening,1,2024-05-17,Cleared,\N,5
STG000959,CAN00333,REQ1006,Profile Submission,2,2024-05-20,Cleared,REC009,5
STG000960,CAN00333,REQ1006,Technical Round 1,3,2024-05-21,Rejected – Skills,REC002,1
STG000961,CAN00334,REQ1050,Recruiter Screening,1,2024-05-14,Cleared,\N,3
STG000962,CAN00334,REQ1050,HR Intro Round,2,2024-05-20,Rejected – Culture Fit,REC003,2
STG000963,CAN00335,REQ1020,Recruiter Screening,1,2024-05-20,Cleared,\N,3
STG000964,CAN00335,REQ1020,HR Intro Round,2,2024-05-24,Cleared,REC001,3
STG000965,CAN00335,REQ1020,Technical Round 1,3,2024-05-31,Candidate Withdrew,REC003,\N
STG000966,CAN00336,REQ1023,Recruiter Screening,1,2024-09-02,Cleared,\N,3
STG000967,CAN00336,REQ1023,HR Intro Round,2,2024-09-05,Cleared,REC004,5
STG000968,CAN00336,REQ1023,Technical Round 1,3,2024-09-11,Cleared,REC005,3
STG000969,CAN00336,REQ1023,Hiring Manager Round,4,2024-09-16,Cleared,REC008,3
STG000970,CAN00336,REQ1023,Offer Stage,5,2024-09-19,Cleared,REC005,3
STG000971,CAN00337,REQ1004,Recruiter Screening,1,2025-05-20,Cleared,\N,3
STG000972,CAN00337,REQ1004,Profile Submission,2,2025-06-09,Candidate Withdrew,REC015,\N
STG000973,CAN00338,REQ1015,Recruiter Screening,1,2025-01-17,Cleared,\N,4
STG000974,CAN00338,REQ1015,Profile Submission,2,2025-01-22,Cleared,REC006,4
STG000975,CAN00338,REQ1015,Technical Round 1,3,2025-01-30,Cleared,REC001,4
STG000976,CAN00338,REQ1015,Technical Round 2,4,2025-02-03,Rejected – Skills,REC002,2
STG000977,CAN00339,REQ1012,Recruiter Screening,1,2024-12-02,Cleared,\N,4
STG000978,CAN00339,REQ1012,Profile Submission,2,2024-12-03,Candidate Withdrew,REC011,\N
STG000979,CAN00340,REQ1024,Recruiter Screening,1,2024-07-02,Cleared,\N,3
STG000980,CAN00340,REQ1024,Profile Submission,2,2024-07-03,Cleared,REC011,3
STG000981,CAN00340,REQ1024,Technical Round 1,3,2024-07-04,Req Cancelled Mid-Process,REC015,\N
STG000982,CAN00341,REQ1052,Recruiter Screening,1,2024-11-19,Req Cancelled Mid-Process,\N,\N
STG000983,CAN00342,REQ1033,Recruiter Screening,1,2024-09-23,Rejected – Culture Fit,\N,2
STG000984,CAN00343,REQ1017,Recruiter Screening,1,2024-11-07,Rejected – Skills,\N,3
STG000985,CAN00344,REQ1038,Recruiter Screening,1,2025-01-13,Cleared,\N,3
STG000986,CAN00344,REQ1038,Profile Submission,2,2025-01-21,Cleared,REC009,5
STG000987,CAN00344,REQ1038,Technical Round 1,3,2025-01-27,Cleared,REC010,5
STG000988,CAN00344,REQ1038,Technical Round 2,4,2025-02-04,Rejected – Skills,REC010,1
STG000989,CAN00345,REQ1015,Recruiter Screening,1,2025-01-27,Cleared,\N,5
STG000990,CAN00345,REQ1015,Profile Submission,2,2025-02-04,Cleared,REC015,5
STG000991,CAN00345,REQ1015,Technical Round 1,3,2025-02-10,Cleared,REC011,5
STG000992,CAN00345,REQ1015,Technical Round 2,4,2025-02-13,Rejected – Culture Fit,REC005,2
STG000993,CAN00346,REQ1016,Recruiter Screening,1,2024-11-11,Cleared,\N,5
STG000994,CAN00347,REQ1038,Recruiter Screening,1,2024-09-13,Rejected – Skills,\N,1
STG000995,CAN00348,REQ1026,Recruiter Screening,1,2024-08-07,Rejected – Skills,\N,3
STG000996,CAN00349,REQ1047,Recruiter Screening,1,2024-03-11,Rejected – Skills,\N,3
STG000997,CAN00350,REQ1026,Recruiter Screening,1,2024-07-24,Cleared,\N,3
STG000998,CAN00350,REQ1026,Profile Submission,2,2024-08-05,Cleared,REC005,3
STG000999,CAN00350,REQ1026,Technical Round 1,3,2024-08-21,Cleared,REC001,5
STG001000,CAN00350,REQ1026,Technical Round 2,4,2024-09-04,Rejected – Culture Fit,REC013,3
STG001001,CAN00351,REQ1022,Recruiter Screening,1,2024-07-22,Cleared,\N,5
STG001002,CAN00351,REQ1022,Profile Submission,2,2024-07-29,Cleared,REC013,5
STG001003,CAN00351,REQ1022,Technical Round 1,3,2024-08-01,Cleared,REC002,3
STG001004,CAN00351,REQ1022,Technical Round 2,4,2024-08-05,Cleared,REC013,5
STG001005,CAN00351,REQ1022,System Design Round,5,2024-08-09,Candidate Ghosted,REC003,\N
STG001006,CAN00352,REQ1036,Recruiter Screening,1,2024-08-27,Cleared,\N,4
STG001007,CAN00352,REQ1036,Profile Submission,2,2024-09-03,Cleared,REC005,4
STG001008,CAN00352,REQ1036,Technical Round 1,3,2024-09-10,Rejected – Compensation Mismatch,REC008,1
STG001009,CAN00353,REQ1002,Recruiter Screening,1,2025-01-01,Cleared,\N,5
STG001010,CAN00353,REQ1002,Profile Submission,2,2025-01-02,Cleared,REC011,3
STG001011,CAN00353,REQ1002,Technical Round 1,3,2025-01-03,Rejected – Skills,REC008,3
STG001012,CAN00354,REQ1021,Recruiter Screening,1,2025-04-07,Cleared,\N,4
STG001013,CAN00354,REQ1021,Profile Submission,2,2025-04-10,Cleared,REC004,5
STG001014,CAN00354,REQ1021,Technical Round 1,3,2025-04-18,Cleared,REC008,3
STG001015,CAN00354,REQ1021,Technical Round 2,4,2025-04-28,Rejected – Skills,REC007,3
STG001016,CAN00355,REQ1054,Recruiter Screening,1,2025-03-18,Cleared,\N,4
STG001017,CAN00355,REQ1054,Profile Submission,2,2025-03-24,Cleared,REC001,4
STG001018,CAN00355,REQ1054,Technical Round 1,3,2025-03-27,Cleared,REC015,3
STG001019,CAN00355,REQ1054,Technical Round 2,4,2025-04-01,Rejected – Skills,REC004,3
STG001020,CAN00356,REQ1015,Recruiter Screening,1,2025-02-25,Cleared,\N,3
STG001021,CAN00356,REQ1015,Profile Submission,2,2025-03-03,Rejected – Compensation Mismatch,REC006,1
STG001022,CAN00357,REQ1004,Recruiter Screening,1,2025-01-17,Cleared,\N,3
STG001023,CAN00357,REQ1004,Profile Submission,2,2025-01-30,Cleared,REC006,4
STG001024,CAN00357,REQ1004,Technical Round 1,3,2025-02-17,Candidate Ghosted,REC004,\N
STG001025,CAN00358,REQ1017,Recruiter Screening,1,2024-11-19,Cleared,\N,3
STG001026,CAN00358,REQ1017,Profile Submission,2,2024-11-20,Candidate Withdrew,REC015,\N
STG001027,CAN00359,REQ1049,Recruiter Screening,1,2025-03-07,Cleared,\N,5
STG001028,CAN00359,REQ1049,HR Intro Round,2,2025-03-12,Cleared,REC012,4
STG001029,CAN00359,REQ1049,Technical Round 1,3,2025-03-17,Cleared,REC008,4
STG001030,CAN00359,REQ1049,Hiring Manager Round,4,2025-03-24,Cleared,REC011,5
STG001031,CAN00359,REQ1049,Offer Stage,5,2025-03-27,Cleared,REC014,4
STG001032,CAN00360,REQ1003,Recruiter Screening,1,2024-07-01,Cleared,\N,5
STG001033,CAN00360,REQ1003,HR Intro Round,2,2024-07-16,Cleared,REC006,4
STG001034,CAN00360,REQ1003,Technical Round 1,3,2024-08-02,Cleared,REC008,3
STG001035,CAN00360,REQ1003,Hiring Manager Round,4,2024-08-15,Cleared,REC005,3
STG001036,CAN00360,REQ1003,Offer Stage,5,2024-08-16,Cleared,REC015,4
STG001037,CAN00361,REQ1039,Recruiter Screening,1,2025-01-23,Candidate Withdrew,\N,\N
STG001038,CAN00362,REQ1044,Recruiter Screening,1,2024-12-25,Cleared,\N,5
STG001039,CAN00362,REQ1044,Profile Submission,2,2025-01-01,On Hold – Panel Unavailable,REC003,\N
STG001040,CAN00363,REQ1046,Recruiter Screening,1,2025-01-07,Cleared,\N,5
STG001041,CAN00363,REQ1046,Profile Submission,2,2025-01-13,Cleared,REC007,3
STG001042,CAN00363,REQ1046,Technical Round 1,3,2025-01-21,Cleared,REC001,5
STG001043,CAN00363,REQ1046,Technical Round 2,4,2025-01-27,Cleared,REC012,4
STG001044,CAN00363,REQ1046,System Design Round,5,2025-01-30,Cleared,REC006,4
STG001045,CAN00363,REQ1046,Panel Round,6,2025-02-03,Cleared,REC013,4
STG001046,CAN00363,REQ1046,Founder/CXO Round,7,2025-02-11,Cleared,REC010,3
STG001047,CAN00363,REQ1046,Reference Check,8,2025-02-14,Candidate Withdrew,REC003,\N
STG001048,CAN00364,REQ1031,Recruiter Screening,1,2024-10-03,Cleared,\N,5
STG001049,CAN00364,REQ1031,Profile Submission,2,2024-10-04,Cleared,REC002,3
STG001050,CAN00364,REQ1031,Technical Round 1,3,2024-10-07,Cleared,REC010,5
STG001051,CAN00364,REQ1031,Technical Round 2,4,2024-10-08,Cleared,REC005,4
STG001052,CAN00365,REQ1006,Recruiter Screening,1,2024-05-20,Cleared,\N,4
STG001053,CAN00365,REQ1006,Profile Submission,2,2024-05-21,Cleared,REC007,5
STG001054,CAN00365,REQ1006,Technical Round 1,3,2024-05-22,Rejected – Skills,REC003,1
STG001055,CAN00366,REQ1015,Recruiter Screening,1,2025-03-31,Rejected – Skills,\N,3
STG001056,CAN00367,REQ1010,Recruiter Screening,1,2025-03-06,Cleared,\N,5
STG001057,CAN00367,REQ1010,Profile Submission,2,2025-03-12,Cleared,REC002,5
STG001058,CAN00367,REQ1010,Technical Round 1,3,2025-03-17,Cleared,REC012,4
STG001059,CAN00367,REQ1010,Technical Round 2,4,2025-03-25,Rejected – Skills,REC007,1
STG001060,CAN00368,REQ1055,Recruiter Screening,1,2024-04-05,Cleared,\N,5
STG001061,CAN00368,REQ1055,Profile Submission,2,2024-04-08,Cleared,REC015,4
STG001062,CAN00368,REQ1055,Technical Round 1,3,2024-04-16,Cleared,REC012,3
STG001063,CAN00368,REQ1055,Technical Round 2,4,2024-04-24,Rejected – Skills,REC007,2
STG001064,CAN00369,REQ1060,Recruiter Screening,1,2025-02-24,Cleared,\N,4
STG001065,CAN00369,REQ1060,HR Intro Round,2,2025-02-25,Cleared,REC008,5
STG001066,CAN00369,REQ1060,Technical Round 1,3,2025-02-26,Cleared,REC007,3
STG001067,CAN00369,REQ1060,Hiring Manager Round,4,2025-02-27,Cleared,REC006,3
STG001068,CAN00369,REQ1060,Offer Stage,5,2025-02-28,Cleared,REC011,5
STG001069,CAN00370,REQ1031,Recruiter Screening,1,2024-09-23,Cleared,\N,3
STG001070,CAN00370,REQ1031,Profile Submission,2,2024-09-30,Cleared,REC015,3
STG001071,CAN00370,REQ1031,Technical Round 1,3,2024-10-08,Cleared,REC014,3
STG001072,CAN00371,REQ1013,Recruiter Screening,1,2024-11-11,Cleared,\N,4
STG001073,CAN00371,REQ1013,Profile Submission,2,2024-11-15,Cleared,REC001,3
STG001074,CAN00371,REQ1013,Technical Round 1,3,2024-11-20,Rejected – Culture Fit,REC004,1
STG001075,CAN00372,REQ1004,Recruiter Screening,1,2025-01-17,Cleared,\N,3
STG001076,CAN00372,REQ1004,Profile Submission,2,2025-02-04,Cleared,REC004,3
STG001077,CAN00372,REQ1004,Technical Round 1,3,2025-02-17,Cleared,REC011,4
STG001078,CAN00372,REQ1004,Technical Round 2,4,2025-03-04,Cleared,REC002,3
STG001079,CAN00372,REQ1004,Technical Round 3,5,2025-03-18,Rejected – Skills,REC015,1
STG001080,CAN00373,REQ1016,Recruiter Screening,1,2024-11-04,Cleared,\N,4
STG001081,CAN00373,REQ1016,Profile Submission,2,2024-11-05,Rejected – Skills,REC003,3
STG001082,CAN00374,REQ1016,Recruiter Screening,1,2024-10-28,Cleared,\N,4
STG001083,CAN00374,REQ1016,Profile Submission,2,2024-11-04,Cleared,REC010,5
STG001084,CAN00374,REQ1016,Technical Round 1,3,2024-11-05,On Hold – Panel Unavailable,REC004,\N
STG001085,CAN00375,REQ1053,Recruiter Screening,1,2024-02-22,Cleared,\N,4
STG001086,CAN00375,REQ1053,HR Intro Round,2,2024-02-26,Cleared,REC004,3
STG001087,CAN00375,REQ1053,Technical Round 1,3,2024-02-27,Cleared,REC015,5
STG001088,CAN00375,REQ1053,Hiring Manager Round,4,2024-03-04,Cleared,REC009,3
STG001089,CAN00376,REQ1014,Recruiter Screening,1,2024-03-14,Cleared,\N,3
STG001090,CAN00376,REQ1014,Profile Submission,2,2024-03-22,Rejected – Skills,REC009,2
STG001091,CAN00377,REQ1016,Recruiter Screening,1,2024-10-24,Cleared,\N,3
STG001092,CAN00377,REQ1016,Profile Submission,2,2024-10-28,Cleared,REC004,3
STG001093,CAN00377,REQ1016,Technical Round 1,3,2024-11-04,Cleared,REC003,4
STG001094,CAN00377,REQ1016,Technical Round 2,4,2024-11-05,Cleared,REC004,5
STG001095,CAN00377,REQ1016,Hiring Manager Round,5,2024-11-11,Cleared,REC004,5
STG001096,CAN00378,REQ1058,Recruiter Screening,1,2024-11-28,Cleared,\N,3
STG001097,CAN00378,REQ1058,HR Intro Round,2,2024-12-04,Cleared,REC013,3
STG001098,CAN00378,REQ1058,Technical Round 1,3,2024-12-09,Cleared,REC003,5
STG001099,CAN00378,REQ1058,Hiring Manager Round,4,2024-12-16,Cleared,REC007,4
STG001100,CAN00378,REQ1058,Offer Stage,5,2024-12-23,Cleared,REC012,3
STG001101,CAN00379,REQ1032,Recruiter Screening,1,2025-06-02,Cleared,\N,\N
STG001102,CAN00379,REQ1032,Profile Submission,2,2025-06-05,Cleared,REC007,3
STG001103,CAN00379,REQ1032,Technical Round 1,3,2025-06-12,Cleared,REC013,4
STG001104,CAN00379,REQ1032,Technical Round 2,4,2025-06-20,Cleared,REC012,5
STG001105,CAN00379,REQ1032,System Design Round,5,2025-06-25,Rejected – Skills,REC012,2
STG001106,CAN00380,REQ1029,Recruiter Screening,1,2024-10-15,Cleared,\N,4
STG001107,CAN00380,REQ1029,Profile Submission,2,2024-10-23,Cleared,REC011,5
STG001108,CAN00380,REQ1029,Technical Round 1,3,2024-10-28,Cleared,REC012,5
STG001109,CAN00380,REQ1029,Technical Round 2,4,2024-11-04,Cleared,REC009,3
STG001110,CAN00380,REQ1029,System Design Round,5,2024-11-08,Candidate Ghosted,REC003,\N
STG001111,CAN00381,REQ1051,Recruiter Screening,1,2024-05-22,Cleared,\N,3
STG001112,CAN00381,REQ1051,Profile Submission,2,2024-05-27,Rejected – Skills,REC005,1
STG001113,CAN00382,REQ1028,Recruiter Screening,1,2025-04-07,Cleared,\N,5
STG001114,CAN00382,REQ1028,Profile Submission,2,2025-04-14,Rejected – Skills,REC003,1
STG001115,CAN00383,REQ1056,Recruiter Screening,1,2024-11-25,Cleared,\N,3
STG001116,CAN00383,REQ1056,Profile Submission,2,2024-11-28,Rejected – Skills,REC005,1
STG001117,CAN00384,REQ1025,Recruiter Screening,1,2025-02-13,Cleared,\N,4
STG001118,CAN00384,REQ1025,Profile Submission,2,2025-02-17,Cleared,REC013,5
STG001119,CAN00384,REQ1025,Technical Round 1,3,2025-02-20,Cleared,REC011,3
STG001120,CAN00384,REQ1025,Technical Round 2,4,2025-02-27,Rejected – Culture Fit,REC009,1
STG001121,CAN00385,REQ1040,Recruiter Screening,1,2025-05-12,Cleared,\N,5
STG001122,CAN00385,REQ1040,Profile Submission,2,2025-05-19,On Hold – Panel Unavailable,REC014,\N
STG001123,CAN00386,REQ1048,Recruiter Screening,1,2024-05-16,Cleared,\N,5
STG001124,CAN00386,REQ1048,HR Intro Round,2,2024-05-20,Cleared,REC005,5
STG001125,CAN00386,REQ1048,Technical Round 1,3,2024-05-28,Rejected – Skills,REC010,2
STG001126,CAN00387,REQ1027,Recruiter Screening,1,2025-03-26,Rejected – Skills,\N,3
STG001127,CAN00388,REQ1045,Recruiter Screening,1,2025-04-23,Rejected – Skills,\N,2
STG001128,CAN00389,REQ1017,Recruiter Screening,1,2024-11-08,Cleared,\N,3
STG001129,CAN00389,REQ1017,Profile Submission,2,2024-11-13,Rejected – Culture Fit,REC014,\N
STG001130,CAN00390,REQ1043,Recruiter Screening,1,2024-02-09,Cleared,\N,5
STG001131,CAN00390,REQ1043,Profile Submission,2,2024-02-19,Cleared,REC001,5
STG001132,CAN00390,REQ1043,Technical Round 1,3,2024-02-23,Rejected – Compensation Mismatch,REC013,2
STG001133,CAN00391,REQ1020,Recruiter Screening,1,2024-06-06,Cleared,\N,5
STG001134,CAN00391,REQ1020,HR Intro Round,2,2024-06-11,Rejected – Culture Fit,REC002,3
STG001135,CAN00392,REQ1037,Recruiter Screening,1,2024-08-21,Cleared,\N,3
STG001136,CAN00392,REQ1037,Profile Submission,2,2024-09-02,Cleared,REC012,3
STG001137,CAN00392,REQ1037,Technical Round 1,3,2024-09-13,Cleared,REC007,4
STG001138,CAN00392,REQ1037,Technical Round 2,4,2024-09-16,Cleared,REC014,3
STG001139,CAN00392,REQ1037,Technical Round 3,5,2024-09-17,Interview No-Show,REC006,\N
STG001140,CAN00393,REQ1011,Recruiter Screening,1,2024-02-12,Cleared,\N,4
STG001141,CAN00393,REQ1011,Profile Submission,2,2024-02-16,Req Cancelled Mid-Process,REC008,\N
STG001142,CAN00394,REQ1051,Recruiter Screening,1,2024-05-27,Cleared,\N,5
STG001143,CAN00394,REQ1051,Profile Submission,2,2024-05-28,Req Cancelled Mid-Process,REC014,\N
STG001144,CAN00395,REQ1035,Recruiter Screening,1,2024-07-05,Cleared,\N,3
STG001145,CAN00395,REQ1035,Profile Submission,2,2024-07-15,Rejected – Skills,REC014,1
STG001146,CAN00396,REQ1057,Recruiter Screening,1,2025-05-29,Cleared,\N,4
STG001147,CAN00396,REQ1057,Profile Submission,2,2025-06-04,Cleared,REC005,4
STG001148,CAN00396,REQ1057,Technical Round 1,3,2025-06-12,Rejected – Compensation Mismatch,REC007,3
STG001149,CAN00397,REQ1013,Recruiter Screening,1,2024-10-10,Cleared,\N,5
STG001150,CAN00397,REQ1013,Profile Submission,2,2024-10-16,Cleared,REC013,3
STG001151,CAN00397,REQ1013,Technical Round 1,3,2024-10-24,Cleared,REC012,4
